Old,New
'BUTILSCOPOLAMINA',BUTYLSCOPOLAMINE#BUTILSCOPOLAMINA
'CABERGOLINA',CABERGOLINA#CABERGOLINA
'CALCIFEDIOLO',CALCIFEDIOL#CALCIFEDIOLO
'CALCIO (SALI DIVERSI IN ASSOCIAZIONE)',FOOTBALL (DIFFERENT SALTS IN ASSOCIATION)#CALCIO (SALI DIVERSI IN ASSOCIAZIONE)
'CALCIO ASSOCIAZIONI CON VITAMINA D E/O ALTRI FARMACI',CALCIUM ASSOCIATIONS WITH VITAMIN D AND/OR OTHER DRUGS#CALCIO ASSOCIAZIONI CON VITAMINA D E/O ALTRI FARMACI
'CALCIO CARBONATO',CALCIUM CARBONATE#CALCIO CARBONATO
'CALCIO LEVOFOLINATO',LEVOFOLINATE CALCIUM#CALCIO LEVOFOLINATO
'CALCIPOTRIOLO',CALCIPOTRIOL#CALCIPOTRIOLO
'CALCITRIOLO',CALCITRIOL#CALCITRIOLO
'CALMANTI E SONNO',CALMING AND SLEEPING#CALMANTI E SONNO
'CANDESARTAN',CANDESARTAN#CANDESARTAN
'CANRENOATO DI POTASSIO',POTASSIUM CANRENOATE#CANRENOATO DI POTASSIO
'CANRENONE',CANRENONE#CANRENONE
'CARBAMAZEPINA',CARBAMAZEPINE#CARBAMAZEPINA
'CARBOCISTEINA',CARBOCYSTEINE#CARBOCISTEINA
'CARBOIDRATI',CARBOHYDRATES#CARBOIDRATI
'CARTEOLOLO',CARTEOLOLO#CARTEOLOLO
'CARVEDILOLO',CARVEDILOLO#CARVEDILOLO
'CEFAZOLINA',CEFAZOLIN#CEFAZOLINA
'CEFDITOREN',CEFDITOREN#CEFDITOREN
'CEFIXIMA',CEFIXIME#CEFIXIMA
'CEFOTAXIMA',CEFOTAXIME#CEFOTAXIMA
'CEFPODOXIMA',CEFPODOXIME#CEFPODOXIMA
'CEFTAZIDIMA',CEFTAZIDIME#CEFTAZIDIMA
'CEFTRIAXONE',CEFTRIAXONE#CEFTRIAXONE
'CEFUROXIMA',CEFUROXIME#CEFUROXIMA
'CELECOXIB',CELECOXIB#CELECOXIB
'CETIRIZINA',CETIRIZINE#CETIRIZINA
'CIANOCOBALAMINA',CYANOCOBALAMIN#CIANOCOBALAMINA
'CICLOSPORINA',CYCLOSPORINE#CICLOSPORINA
'CINNARIZINA',CINNARIZINA#CINNARIZINA
'CIPROFLOXACINA',CIPROFLOXACIN#CIPROFLOXACINA
'CIPROTERONE',CYPRATE#CIPROTERONE
'CIRCOLAZIONE',CIRCULATION#CIRCOLAZIONE
'CITALOPRAM',CITALOPRAM#CITALOPRAM
'CITICOLINA',CITICOLIN#CITICOLINA
'CLARITROMICINA',CLARITHROMICIN#CLARITROMICINA
'CLINDAMICINA',CLINDAMICIN#CLINDAMICINA
'CLISMI E MICROCLISMI RETTALI',RECTAL ENEMAES AND MICROENEMAS#CLISMI E MICROCLISMI RETTALI
'CLOBETASOLO',CLOBETASOL#CLOBETASOLO
'CLOMIPRAMINA',CLOMIPRAMINE#CLOMIPRAMINA
'CLONAZEPAM',CLONAZEPAM#CLONAZEPAM
'CLOPIDOGREL',CLOPIDOGREL#CLOPIDOGREL
'CLORMADINONE ED ETINILESTRADIOLO',CHLORMADINONE AND ETHINYLESTRADIOL#CLORMADINONE ED ETINILESTRADIOLO
'CLORTETRACICLINA',CHLORTETRACYCLINE#CLORTETRACICLINA
'CLOTRIMAZOLO',CLOTRIMAZOLE#CLOTRIMAZOLO
'CODEINA',CODEINE#CODEINA
'CODEINA ASSOCIAZIONI ESCLUSI GLI PSICOLETTICI',CODEINE ASSOCIATIONS EXCLUDING PSYCHOLEPTICS#CODEINA ASSOCIAZIONI ESCLUSI GLI PSICOLETTICI
'CODEINA E PARACETAMOLO',CODEINE AND PARACETAMOL#CODEINA E PARACETAMOLO
'COLCHICINA',COLCHICINE#COLCHICINA
'COLECALCIFEROLO',CHOLECALCIFEROL#COLECALCIFEROLO
'COLINA ALFOSCERATO',COLINA ALFOSCERATE#COLINA ALFOSCERATO
'COLISTINA',COLISTINA#COLISTINA
'COLLUTORI/GENGIVARI',MOUTHWASHES/GUMS#COLLUTORI/GENGIVARI
'CONDROITINSOLFATO',CHONDROITIN SULFATE#CONDROITINSOLFATO
'DABIGATRAN ETEXILATO',DABIGATRAN ETEXYLATED#DABIGATRAN ETEXILATO
'DARBEPOETINA ALFA',DARBEPOETIN ALFA#DARBEPOETINA ALFA
'DENOSUMAB',DENOSUMAB#DENOSUMAB
'DERIVATI BENZODIAZEPINICI',BENZODIAZEPE DERIVATIVES#DERIVATI BENZODIAZEPINICI
'DESAMETASONE',DESAMETHASONE#DESAMETASONE
'DESAMETASONE ED ANTIMICROBICI',DEXAMETHASONE AND ANTIMICROBIALS#DESAMETASONE ED ANTIMICROBICI
'DESLORATADINA',DESLORATADINE#DESLORATADINA
'DEXIBUPROFENE',DEXIBUPROFEN#DEXIBUPROFENE
'DEXKETOPROFENE',DEXKETOPROFENE#DEXKETOPROFENE
'DIAZEPAM',DIAZEPAM#DIAZEPAM
'DICLOFENAC',DICLOFENAC#DICLOFENAC
'DIENOGEST E ETINILESTRADIOLO',DIENOGEST AND ETHINYLESTRADIOL#DIENOGEST E ETINILESTRADIOLO
'DIENOGEST ED ESTRADIOLO',DIENOGEST AND ESTRADIOL#DIENOGEST ED ESTRADIOLO
'DIGOSSINA',DIGOXIN#DIGOSSINA
'DILTIAZEM',DILTIAZEM#DILTIAZEM
'DIMETILFUMARATO',DIMETHYLFUMArate#DIMETILFUMARATO
'DIOSMECTITE',DIOSMECTITE#DIOSMECTITE
'DIOSMINA ASSOCIAZIONI',DIOSMINA ASSOCIATIONS#DIOSMINA ASSOCIAZIONI
'DOMPERIDONE',DOMPERIDO#DOMPERIDONE
'DONEPEZIL',DONEPEZIL#DONEPEZIL
'DOXAZOSIN',DOXAZOSIN#DOXAZOSIN
'DOXICICLINA',DOXYCYCLINE#DOXICICLINA
'DRENANTI',DRAINING#DRENANTI
'DROSPIRENONE ED ETINILESTRADIOLO',DROSPIRENONE AND ETHINYLESTRADIOL#DROSPIRENONE ED ETINILESTRADIOLO
'DULOXETINA',DULOXETINE#DULOXETINA
'DUTASTERIDE',DUTASTERIDE#DUTASTERIDE
'EBASTINA',EBASTINA#EBASTINA
'ECONAZOLO',ECONAZOLE#ECONAZOLO
'EDOXABAN',EDOXABAN#EDOXABAN
'ELETTROLITI',ELECTROLYTES#ELETTROLITI
'EMORROIDI',HEMORRHOIDS#EMORROIDI
'ENALAPRIL',ENALAPRIL#ENALAPRIL
'ENALAPRIL E DIURETICI',ENALAPRIL AND DIURETICS#ENALAPRIL E DIURETICI
'ENALAPRIL E LERCANIDIPINA',ENALAPRIL AND LERCANIDIPINE#ENALAPRIL E LERCANIDIPINA
'ENOXAPARINA',ENOXAPARIN#ENOXAPARINA
'ENZIMI',ENZYMES#ENZIMI
'EPARINA',HEPARIN#EPARINA
'EPARINICI',HEPARINICS#EPARINICI
'EPERISONE',EPERISON#EPERISONE
'ERITROPOIETINA',ERYTHROPOIETIN#ERITROPOIETINA
'ESCITALOPRAM',EXITOPRAM#ESCITALOPRAM
'ESOMEPRAZOLO',ESOMEPRAZOLE#ESOMEPRAZOLO
'ESTRADIOLO',ESTRADIOL#ESTRADIOLO
'ESTRIOLO',ESTRIOL#ESTRIOLO
'ETIZOLAM',ETIZOLAM#ETIZOLAM
'ETORICOXIB',ETORICOXIB#ETORICOXIB
'EXEMESTANE',EXEMESTANE#EXEMESTANE
'EXENATIDE',EXENATIDE#EXENATIDE
'EZETIMIBE',EZETIMIBE#EZETIMIBE
'FAMCICLOVIR',FAMCICLOVIR#FAMCICLOVIR
'FARMACI PER LA FREQUENZA URINARIA E LINCONTINENZA',DRUGS FOR URINARY FREQUENCY AND LINCONTINENCE#FARMACI PER LA FREQUENZA URINARIA E LINCONTINENZA
'FEBUXOSTAT',FEBUXOSTAT#FEBUXOSTAT
'FELODIPINA',FELODIPINE#FELODIPINA
'FENOBARBITAL',PHENOBARBITAL#FENOBARBITAL
'FENOFIBRATO',FENOFIBRATE#FENOFIBRATO
'FENTANIL',PENTANYL#FENTANIL
'FENTICONAZOLO',FENTICONAZOLE#FENTICONAZOLO
'FERMENTI LATTICI',LACTIC FERMENTS#FERMENTI LATTICI
'FERRO IN ASSOCIAZIONE CON ACIDO FOLICO',IRON IN ASSOCIATION WITH FOLIC ACID#FERRO IN ASSOCIAZIONE CON ACIDO FOLICO
'FERRO TRIVALENTE',TRIVALENT IRON#FERRO TRIVALENTE
'FERROSO SOLFATO',FERROUS SULFATE#FERROSO SOLFATO
'FEXOFENADINA',FEXOPHENADINE#FEXOFENADINA
'FILGRASTIM',FILGRASTIM#FILGRASTIM
'FINASTERIDE',FINASTERIDE#FINASTERIDE
'FITOMENADIONE',PHYTOMENADION#FITOMENADIONE
'FLECAINIDE',FLECAINIDE#FLECAINIDE
'FLOROGLUCINOLO',FLOROGLUCINOL#FLOROGLUCINOLO
'FLUCONAZOLO',FLUCONAZOLE#FLUCONAZOLO
'FLUNARIZINA',FLUNARIZINA#FLUNARIZINA
'FLUNISOLIDE',FLUNISOLIDE#FLUNISOLIDE
'FLUOXETINA',FLUOXETINE#FLUOXETINA
'FLURBIPROFENE',FLURBIPROFENE#FLURBIPROFENE
'FLUTICASONE',FLUTICASONE#FLUTICASONE
'FLUTICASONE FUROATO',FLUTICASONE FUROATE#FLUTICASONE FUROATO
'FONDAPARINUX',FONDAPARINUX#FONDAPARINUX
'FORMOTEROLO',FORMOTEROL#FORMOTEROLO
'FORMOTEROLO E BECLOMETASONE',FORMOTEROL AND BECLOMETASONE#FORMOTEROLO E BECLOMETASONE
'FORMOTEROLO E BUDESONIDE',FORMOTEROL AND BUDESONIDE#FORMOTEROLO E BUDESONIDE
'FORMOTEROLO E FLUTICASONE',FORMOTEROL AND FLUTICASONE#FORMOTEROLO E FLUTICASONE
'FOSFOMICINA',PHOSPHOMYCIN#FOSFOMICINA
'FOSINOPRIL',FOSINOPRIL#FOSINOPRIL
'FROVATRIPTAN',FROVATRIPTAN#FROVATRIPTAN
'FUROSEMIDE',FUROSEMIDE#FUROSEMIDE
'FUROSEMIDE E FARMACI RISPARMIATORI DI POTASSIO',FUROSEMIDE AND POTASSIUM-SAVING DRUGS#FUROSEMIDE E FARMACI RISPARMIATORI DI POTASSIO
'GABAPENTIN',GABAPENTIN#GABAPENTIN
'GEMFIBROZIL',GEMFIBROZIL#GEMFIBROZIL
'GENTAMICINA',GENTAMICIN#GENTAMICINA
'GESTODENE ED ETINILESTRADIOLO',GESTODENE AND ETHINYLTRADIOL#GESTODENE ED ETINILESTRADIOLO
'GLIBENCLAMIDE',GLIBENCHLAMIDE#GLIBENCLAMIDE
'GLICLAZIDE',GLYCLAZIDE#GLICLAZIDE
'GLICOPIRRONIO BROMURO',GLYCOPYRHONIUM BROMIDE#GLICOPIRRONIO BROMURO
'GLIMEPIRIDE',GLIMEPIRIDE#GLIMEPIRIDE
'GLUCOSAMINA',GLUCOSAMINE#GLUCOSAMINA
'GLUTATIONE',GLUTATHIONE#GLUTATIONE
'GOLA',THROAT#GOLA
'GOLIMUMAB',GOLIMUMAB#GOLIMUMAB
'GONADOTROPINA CORIONICA',CHORIONIC GONADOTROPIN#GONADOTROPINA CORIONICA
'GONADOTROPINA UMANA DELLA MENOPAUSA (MENOTROPINA)',HUMAN MENOPAUSE GONADOTROPIN (MENOTROPIN)#GONADOTROPINA UMANA DELLA MENOPAUSA (MENOTROPINA)
'IBUPROFENE',IBUPROFEN#IBUPROFENE
'IDROCLOROTIAZIDE',HYDROCHLOROTHIAZIDE#IDROCLOROTIAZIDE
'IDROCLOROTIAZIDE E FARMACI RISPARMIATORI DI POTASSIO',HYDROCHLOROTHIAZIDE AND POTASSIUM-SAVING DRUGS#IDROCLOROTIAZIDE E FARMACI RISPARMIATORI DI POTASSIO
'IDROXICARBAMIDE',HYDROXICARBAMIDE#IDROXICARBAMIDE
'IDROXICLOROCHINA',HYDROXYCHLOROQUINE#IDROXICLOROCHINA
'IDROXOCOBALAMINA',HYDROXOCOBALAMINA#IDROXOCOBALAMINA
'IMIDAZOLI/TRIAZOLI IN ASSOCIAZIONE CON CORTICOSTEROIDI',IMIDAZOLES/TRIAZOLES IN ASSOCIATION WITH CORTICOSTEROIDS#IMIDAZOLI/TRIAZOLI IN ASSOCIAZIONE CON CORTICOSTEROIDI
'IMMUNOGLOBULINA TETANICA',TETANIC IMMUNOGLOBULIN#IMMUNOGLOBULINA TETANICA
'INDACATEROLO E GLICOPIRRONIO BROMURO',INDACATEROL AND GLYCOPYRHONIUM BROMIDE#INDACATEROLO E GLICOPIRRONIO BROMURO
'INDOBUFENE',INDOBUFEN#INDOBUFENE
'INDOMETACINA',INDOMETHACIN#INDOMETACINA
'INSULINA ASPART',INSULIN ASPART#INSULINA ASPART
'INSULINA GLARGINE',INSULIN GLARGINE#INSULINA GLARGINE
'INSULINA GLULISINA',INSULIN GLULISINE#INSULINA GLULISINA
'INSULINA LISPRO',INSULIN LISPRO#INSULINA LISPRO
'INVECCHIAMENTO',AGING#INVECCHIAMENTO
'IPRATROPIO BROMURO',IPRATROPIUM BROMIDE#IPRATROPIO BROMURO
'IRBESARTAN',IRBESARTAN#IRBESARTAN
'IRBESARTAN E DIURETICI',IRBESARTAN AND DIURETICS#IRBESARTAN E DIURETICI
'ISOPROPAMIDE E PSICOLETTICI',ISOPROPAMIDE AND PSYCHOLEPTICS#ISOPROPAMIDE E PSICOLETTICI
'ISOSORBIDE DINITRATO',ISOSORBIDE DINITRATE#ISOSORBIDE DINITRATO
'ISOSORBIDE MONONITRATO',ISOSORBIDE MONONITRATE#ISOSORBIDE MONONITRATO
'ISOTRETINOINA',ISOTRETINOIN#ISOTRETINOINA
'ITRACONAZOLO',ITRACONAZOLE#ITRACONAZOLO
'IVABRADINA',IVABRADINE#IVABRADINA
'KETOPROFENE',KETOPROFEN#KETOPROFENE
'KETOROLAC',KETOROLAC#KETOROLAC
'LACIDIPINA',LACIDIPINA#LACIDIPINA
'LACOSAMIDE',LACOSAMIDE#LACOSAMIDE
'LACRIME ARTIFICIALI ED ALTRI PREPARATI NEUTRI',ARTIFICIAL TEARS AND OTHER NEUTRAL PREPARATIONS#LACRIME ARTIFICIALI ED ALTRI PREPARATI NEUTRI
'LAMOTRIGINA',LAMOTRIGINE#LAMOTRIGINA
'LANSOPRAZOLO',LANSOPRAZOLE#LANSOPRAZOLO
'LATANOPROST',LATANOPROST#LATANOPROST
'LATTULOSIO',LACTULOSE#LATTULOSIO
'LERCANIDIPINA',LERCANIDIPINE#LERCANIDIPINA
'LETROZOLO',LETROZOLE#LETROZOLO
'LEUPRORELINA',LEUPRORELINA#LEUPRORELINA
'LEVETIRACETAM',LEVETIRACETAM#LEVETIRACETAM
'LEVOCETIRIZINA',LEVOCETIRIZINE#LEVOCETIRIZINA
'LEVODOPA',LEVODOPA#LEVODOPA
'LEVODOPA ED INIBITORE DELLA DECARBOSSILASI',LEVODOPA AND DECARBOXYLASE INHIBITOR#LEVODOPA ED INIBITORE DELLA DECARBOSSILASI
'LEVODROPROPIZINA',LEVODROPROPIZINE#LEVODROPROPIZINA
'LEVOFLOXACINA',LEVOFLOXACIN#LEVOFLOXACINA
'LEVOSULPIRIDE',LEVOSULPIRIDES#LEVOSULPIRIDE
'LEVOTIROXINA SODICA',LEVOTHYROXINE SODIUM#LEVOTIROXINA SODICA
'LIDOCAINA',LIDOCAINE#LIDOCAINA
'LIMECICLINA',LIMECYCLINE#LIMECICLINA
'LINAGLIPTIN',LINAGLIPTIN#LINAGLIPTIN
'LINCOMICINA',LINCOMYCIN#LINCOMICINA
'LISINOPRIL',LISINOPRIL#LISINOPRIL
'LISINOPRIL E DIURETICI',LISINOPRIL AND DIURETICS#LISINOPRIL E DIURETICI
'LITIO',LITHIUM#LITIO
'LOPERAMIDE',LOPERAMIDE#LOPERAMIDE
'LORATADINA',LORATADINE#LORATADINA
'LORAZEPAM',LORAZEPAM#LORAZEPAM
'LORMETAZEPAM',LORMETAZEPAM#LORMETAZEPAM
'LOSARTAN',LOSARTAN#LOSARTAN
'LOSARTAN E DIURETICI',LOSARTAN AND DIURETICS#LOSARTAN E DIURETICI
'LOVASTATINA',LOVASTATIN#LOVASTATINA
'MACROGOL',MACROGOL#MACROGOL
'MACROGOL ASSOCIAZIONI',MACROGOL ASSOCIATIONS#MACROGOL ASSOCIAZIONI
'MAGALDRATO',MAGALDRATO#MAGALDRATO
'MAGNESIO PIDOLATO',PIDOLATED MAGNESIUM#MAGNESIO PIDOLATO
'MANIDIPINA',MANIDIPINA#MANIDIPINA
'MEBENDAZOLO',MEBENDAZOLE#MEBENDAZOLO
'MEFLOCHINA',MEFLOCHINE#MEFLOCHINA
'MELATONINA',MELATONIN#MELATONINA
'MELEVODOPA E INIBITORI DELLA DERCARBOSSILASI',MELEVODOPA AND DERCARBOXYLASE INHIBITORS#MELEVODOPA E INIBITORI DELLA DERCARBOSSILASI
'MELOXICAM',MELOXICAM#MELOXICAM
'MEMANTINA',MEMANTINA#MEMANTINA
'MESALAZINA',MESALAZIN#MESALAZINA
'METAMIZOLO SODICO',METAMIZOLE SODIUM#METAMIZOLO SODICO
'METFORMINA',METFORMIN#METFORMINA
'METFORMINA E LINAGLIPTIN',METFORMIN AND LINAGLIPTIN#METFORMINA E LINAGLIPTIN
'METFORMINA E SITAGLIPTIN',METFORMIN AND SITAGLIPTIN#METFORMINA E SITAGLIPTIN
'METFORMINA E SULFONILUREE',METFORMIN AND SULFONILUREAS#METFORMINA E SULFONILUREE
'METFORMINA ED EMPAGLIFLOZIN',METFORMIN AND EMPAGLIFLOZIN#METFORMINA ED EMPAGLIFLOZIN
'METILERGOMETRINA',METHYLERGOMETRIN#METILERGOMETRINA
'METILPREDNISOLONE',METHYLPREDNISOLONE#METILPREDNISOLONE
'METILPREDNISOLONE ACEPONATO',METHYLPREDNISOLONE ACEPONATE#METILPREDNISOLONE ACEPONATO
'METOCLOPRAMIDE',METOCLOPRAMIDE#METOCLOPRAMIDE
'METOLAZONE',METOLAZONE#METOLAZONE
'METOPROLOLO',METOPROLOL#METOPROLOLO
'METOTREXATO',METHOTREXATE#METOTREXATO
'METRONIDAZOLO',METRONIDAZOLE#METRONIDAZOLO
'MICONAZOLO',MICONAZOLE#MICONAZOLO
'MICROORGANISMI ANTIDIARROICI',ANTIDIARRHOIC MICROORGANISMS#MICROORGANISMI ANTIDIARROICI
'MINERALI/VITAMINE/AMINOACIDI/PROTEINE',MINERALS/VITAMINS/AMINO ACIDS/PROTEINS#MINERALI/VITAMINE/AMINOACIDI/PROTEINE
'MINOCICLINA',MINOCYCLINE#MINOCICLINA
'MIRTAZAPINA',MIRTAZAPINE#MIRTAZAPINA
'MOMETASONE',MOMETASONE#MOMETASONE
'MONTELUKAST',MONTELUKAST#MONTELUKAST
'MORNIFLUMATO',MORNIFLUMATO#MORNIFLUMATO
'MOXIFLOXACINA',MOXIFLOXACIN#MOXIFLOXACINA
'NADROPARINA',NADROPARIN#NADROPARINA
'NAPROXENE',NAPROXEN#NAPROXENE
'NEBIVOLOLO',NEBIVOLOLO#NEBIVOLOLO
'NEBIVOLOLO E TIAZIDI',NEBIVOLOL AND THIAZIDES#NEBIVOLOLO E TIAZIDI
'NEDOCROMILE',NEDOCROMILE#NEDOCROMILE
'NEOMICINA',NEOMICIN#NEOMICINA
'NETILMICINA',NETILMICIN#NETILMICINA
'NIFEDIPINA',NIFEDIPINE#NIFEDIPINA
'NIMESULIDE',NIMESULIS#NIMESULIDE
'NISTATINA',NISTATIN#NISTATINA
'NITRAZEPAM',NITRAZEPAM#NITRAZEPAM
'NITROGLICERINA',NITROGLYCERIN#NITROGLICERINA
'NOMEGESTROLO',NAMEGESTROL#NOMEGESTROLO
'NOMEGESTROLO ED ESTROGENI',NAMEGESTROL AND ESTROGENS#NOMEGESTROLO ED ESTROGENI
'NORTRIPTILINA',NORTRIPTILINE#NORTRIPTILINA
'OFLOXACINA',OFLOXACIN#OFLOXACINA
'OLANZAPINA',OLANZAPINA#OLANZAPINA
'OLMESARTAN MEDOXOMIL',OLMESARTAN MEDOXOMIL#OLMESARTAN MEDOXOMIL
'OLMESARTAN MEDOXOMIL E AMLODIPINA',OLMESARTAN MEDOXOMIL AND AMLODIPINE#OLMESARTAN MEDOXOMIL E AMLODIPINA
'OLMESARTAN MEDOXOMIL E DIURETICI',OLMESARTAN MEDOXOMIL AND DIURETICS#OLMESARTAN MEDOXOMIL E DIURETICI
'OMEGA-3-TRIGLICERIDI INCLUSI ALTRI ESTERI E ACIDI',OMEGA-3-TRIGLYCERIDES INCLUDING OTHER ESTERS AND ACIDS#OMEGA-3-TRIGLICERIDI INCLUSI ALTRI ESTERI E ACIDI
'OMEPRAZOLO',OMEPRAZOLE#OMEPRAZOLO
'ORGANISMI PRODUTTORI DI ACIDO LATTICO',LACTIC ACID PRODUCING ORGANISMS#ORGANISMI PRODUTTORI DI ACIDO LATTICO
'OVULI E CAPSULE VAGINALI',OVA AND VAGINAL CAPSULES#OVULI E CAPSULE VAGINALI
'OXAPROZINA',OXAPROZINE#OXAPROZINA
'OXCARBAZEPINA',OXCARBAZEPINE#OXCARBAZEPINA
'OXIBUTININA',OXYBUTYN#OXIBUTININA
'OXICODONE E NALOXONE',OXICODONE AND NALOXONE#OXICODONE E NALOXONE
'PANTOPRAZOLO',PANTOPRAZOLE#PANTOPRAZOLO
'PARACETAMOLO',PARACETAMOL#PARACETAMOLO
'PARACETAMOLO ASSOCIAZIONI ESCLUSI GLI PSICOLETTICI',PARACETAMOL ASSOCIATIONS EXCLUDING PSYCHOLEPTICS#PARACETAMOLO ASSOCIAZIONI ESCLUSI GLI PSICOLETTICI
'PAROXETINA',PAROXETINE#PAROXETINA
'PENCICLOVIR',PENCYCLOVIR#PENCICLOVIR
'PENTOXIFILLINA',PENTOXYFILLIN#PENTOXIFILLINA
'PERFENAZINA',PERPHENAZINE#PERFENAZINA
'PERINDOPRIL',PERINDOPRIL#PERINDOPRIL
'PERINDOPRIL E AMLODIPINA',PERINDOPRIL AND AMLODIPINE#PERINDOPRIL E AMLODIPINA
'PERINDOPRIL E DIURETICI',PERINDOPRIL AND DIURETICS#PERINDOPRIL E DIURETICI
'PIOGLITAZONE',PIOGLITAZONE#PIOGLITAZONE
'PIPERACILLINA ED INIBITORI ENZIMATICI',PIPERACILLIN AND ENZYME INHIBITORS#PIPERACILLINA ED INIBITORI ENZIMATICI
'PIRACETAM',PIRACETAM#PIRACETAM
'PIRIDOSTIGMINA',PYRIDOSTIGMINE#PIRIDOSTIGMINA
'PIROXICAM',PIROXICAM#PIROXICAM
'POLIENZIMI (LIPASI',POLYENZYMES (LIPASES#POLIENZIMI (LIPASI
'POLIVALENTI',MULTIPURPOSE#POLIVALENTI
'POLIVITAMINICI ED ALTRI MINERALI',MULTI-VITAMINS AND OTHER MINERALS#POLIVITAMINICI ED ALTRI MINERALI
'POLIVITAMINICI ED ALTRI MINERALI INCLUSE LE ASSOCIAZIONI',MULTI-VITAMINS AND OTHER MINERALS INCLUDING ASSOCIATIONS#POLIVITAMINICI ED ALTRI MINERALI INCLUSE LE ASSOCIAZIONI
'POTASSIO CLORURO',POTASSIUM CHLORIDE#POTASSIO CLORURO
'POVIDONE-IODIO',POVIDONE-IODIUM#POVIDONE-IODIO
'PRAMIPEXOLO',PRAMIPEXOLE#PRAMIPEXOLO
'PRAVASTATINA',PRAVASTATIN#PRAVASTATINA
'PRAZEPAM',PRAZEPAM#PRAZEPAM
'PREDNISONE',PREDNISONE#PREDNISONE
'PREGABALIN',PREGABALIN#PREGABALIN
'PREPARATI A BASE DI DERIVATI DELLACIDO SALICILICO',PREPARATIONS BASED ON SALICYLIC ACID DERIVATIVES#PREPARATI A BASE DI DERIVATI DELLACIDO SALICILICO
'PREPARATI INDIFFERENTI',PREPARED INDIFFERENT#PREPARATI INDIFFERENTI
'PRODOTTI ANTIEMORROIDALI E ANTIRAGADI',ANTIHEMORROIDAL AND ANTIFISH PRODUCTS#PRODOTTI ANTIEMORROIDALI E ANTIRAGADI
'PRODOTTI PER APPARATO GASTROINTESTINALE',PRODUCTS FOR THE GASTROINTESTINAL SYSTEM#PRODOTTI PER APPARATO GASTROINTESTINALE
'PRODOTTI PER APPARATO GENITALE',PRODUCTS FOR THE GENITAL SYSTEM#PRODOTTI PER APPARATO GENITALE
'PRODOTTI PER LA CUTE',SKIN PRODUCTS#PRODOTTI PER LA CUTE
'PROGESTERONE',PROGESTERONE#PROGESTERONE
'PROMAZINA',PROMAZIN#PROMAZINA
'PROMESTRIENE',PROMESTRIENE#PROMESTRIENE
'PROPAFENONE',PROPAFENONE#PROPAFENONE
'PROPANTELINA E PSICOLETTICI',PROPANTHELIN AND PSYCHOLEPTICS#PROPANTELINA E PSICOLETTICI
'PROPRANOLOLO',PROPRANOLOL#PROPRANOLOLO
'PRULIFLOXACINA',PRULIFLOXACIN#PRULIFLOXACINA
'QUETIAPINA',QUETIAPINA#QUETIAPINA
'QUINAPRIL',QUINAPRIL#QUINAPRIL
'QUINAPRIL E DIURETICI',QUINAPRIL AND DIURETICS#QUINAPRIL E DIURETICI
'RABEPRAZOLO',RABEPRAZOLE#RABEPRAZOLO
'RAMIPRIL',RAMIPRIL#RAMIPRIL
'RAMIPRIL E AMLODIPINA',RAMIPRIL AND AMLODIPINE#RAMIPRIL E AMLODIPINA
'RAMIPRIL E DIURETICI',RAMIPRIL AND DIURETICS#RAMIPRIL E DIURETICI
'RANITIDINA',RANITIDINE#RANITIDINA
'RANOLAZINA',RANOLAZINA#RANOLAZINA
'REPAGLINIDE',REPAGLINIDE#REPAGLINIDE
'RIFAXIMINA',RIFAXIMIN#RIFAXIMINA
'RISPERIDONE',RISPERIDON#RISPERIDONE
'RIVAROXABAN',RIVAROXABAN#RIVAROXABAN
'RIVASTIGMINA',RIVASTIGMINA#RIVASTIGMINA
'RIZATRIPTAN',RIZATRIPTAN#RIZATRIPTAN
'ROSUVASTATINA',ROSUVASTATIN#ROSUVASTATINA
'ROTIGOTINA',ROTIGOTINA#ROTIGOTINA
'ROXITROMICINA',ROXITHROMYCIN#ROXITROMICINA
'RUPATADINA',RUPATADINE#RUPATADINA
'SABAL SERRULATA FRUTTO (SERENOA REPENS)',SABAL SERRULATA FRUIT (SERENOA REPENS)#SABAL SERRULATA FRUTTO (SERENOA REPENS)
'SACCHAROMYCES BOULARDII',SACCHAROMYCES BOULARDII#SACCHAROMYCES BOULARDII
'SAFINAMIDE',SAFINAmide#SAFINAMIDE
'SALBUTAMOLO',SALBUTAMOL#SALBUTAMOLO
'SALBUTAMOLO E BECLOMETASONE',SALBUTAMOL AND BECLOMETASONE#SALBUTAMOLO E BECLOMETASONE
'SALBUTAMOLO E IPRATROPIO BROMURO',SALBUTAMOL AND IPRATROPIUM BROMIDE#SALBUTAMOLO E IPRATROPIO BROMURO
'SALMETEROLO E FLUTICASONE',SALMETEROL AND FLUTICASONE#SALMETEROLO E FLUTICASONE
'SCIROPPI E GRANULATI',SYRUPS AND GRANULES#SCIROPPI E GRANULATI
'SERTRALINA',SERTRALINA#SERTRALINA
'SILDENAFIL',SILDENAFIL#SILDENAFIL
'SILICONI',SILICONES#SILICONI
'SILODOSINA',SILODOSIN#SILODOSINA
'SIMVASTATINA',SIMVASTATIN#SIMVASTATINA
'SIMVASTATINA ED EZETIMIBE',SIMVASTATIN AND EZETIMIBE#SIMVASTATINA ED EZETIMIBE
'SODIO PICOSOLFATO',SODIUM PICOSULPHATE#SODIO PICOSOLFATO
